Family,genus species
Euphorbiaceae,Sapium rugudfolium
Euphorbiaceae,Sebastiana brasiliensis
Euphorbiaceae,Sebastiana brasiliensis
Euphorbiaceae,Sebastiana klotzschiana
Euphorbiaceae,Sebastiana klotzschiana
Euphorbiaceae,Shirakiopsis indica
Euphorbiaceae,Shirakiopsis indica
Euphorbiaceae,Stillingia 25 spp.
Euphorbiaceae,Stillingia 25 spp.
Euphorbiaceae,Stillingia setifera
Euphorbiaceae,Stillingia setifera
Euphorbiaceae,Tetrorchidium costaicense
Euphorbiaceae,Tetrorchidium euryphyllum
Euphorbiaceae,Tetrorchidium rotundatum
Euphorbiaceae,Trewia sp.
Euphorbiaceae,Trewia sp.
Euphorbiaceae,Triadica discolor
Euphorbiaceae,Triadica discolor
Euphorbiaceae,Triadica cochinchinensis
Euphorbiaceae,Triadica sebifera
Euphorbiaceae,Triadica sebifera
Euphorbiaceae,Trigonostemon sumatranus
Euphorbiaceae,Vernicia cordata
Euphorbiaceae,Vernicia cordata
Euphorbiaceae,Vernicia fordii
Euphorbiaceae,Vernicia fordii
Euphorbiaceae,Vernicia montana
Euphorbiaceae,Vernicia montana
Fabaceae,Abarema jupumba
Fabaceae,Abarema lucida
Fabaceae,Abarema scutifera
Fabaceae,Abarema turgida
Fabaceae,Acacia abyssinica
Fabaceae,Acacia acanthoclada
Fabaceae,Acacia acradenia
Fabaceae,Acacia acuifera
Fabaceae,Acacia aculeatissima
Fabaceae,Acacia acuminata var. burkittii
Fabaceae,Acacia adhaerens
Fabaceae,Acacia adunca
Fabaceae,Acacia allenii
Fabaceae,Acacia amazonica
Fabaceae,Acacia amblygona
Fabaceae,Acacia amentacea
Fabaceae,Acacia amoena
Fabaceae,Acacia anegadensis
Fabaceae,Acacia aneura
Fabaceae,Acacia angustissima
Fabaceae,Acacia asparagoides
Fabaceae,Acacia ataxacantha
Fabaceae,Acacia attenuata
Fabaceae,Acacia aulacocarpa
Fabaceae,Acacia auriculiformis
Fabaceae,Acacia ausfeldii
Fabaceae,Acacia baileyana
Fabaceae,Acacia barahonensis
Fabaceae,Acacia baronii
Fabaceae,Acacia belairioides
Fabaceae,Acacia berlanderii
Fabaceae,Acacia betchei
Fabaceae,Acacia biaciculata
Fabaceae,Acacia bilimeki
Fabaceae,Acacia blakei
Fabaceae,Acacia blakelyi
Fabaceae,Acacia brachystachya
Fabaceae,Acacia brandageana
Fabaceae,Acacia brevispica
Fabaceae,Acacia bucheri
Fabaceae,Acacia caesia
Fabaceae,Acacia caffra
Fabaceae,Acacia calamifolia
Fabaceae,Acacia calyculata
Fabaceae,Acacia cambagei
Fabaceae,Acacia camptocladia
Fabaceae,Acacia cana
Fabaceae,Acacia canescens
Fabaceae,Acacia caurina
Fabaceae,Acacia chalkeri
Fabaceae,Acacia chariessa
Fabaceae,Acacia cheelii
Fabaceae,Acacia chiapensis
Fabaceae,Acacia choriophylla
Fabaceae,Acacia chundra
Fabaceae,Acacia cincinnata
Fabaceae,Acacia cochliacantha
Fabaceae,Acacia cochlocarpa
Fabaceae,Acacia collinsii
Fabaceae,Acacia complanata
Fabaceae,Acacia concinna
Fabaceae,Acacia concurrens
Fabaceae,Acacia conferta
Fabaceae,Acacia confusa
Fabaceae,Acacia constablei
Fabaceae,Acacia constricta
Fabaceae,Acacia cookii
Fabaceae,Acacia coriacea
Fabaceae,Acacia cornigera
Fabaceae,Acacia crassa
Fabaceae,Acacia cucuyo
Fabaceae,Acacia cultriformis
Fabaceae,Acacia curvifructa
Fabaceae,Acacia cyanophyla
Fabaceae,Acacia cyclops
Fabaceae,Acacia dawsonii
Fabaceae,Acacia dealbata
Fabaceae,Acacia deanei
Fabaceae,Acacia decora
Fabaceae,Acacia decurrens
Fabaceae,Acacia dictyophleba
Fabaceae,Acacia difformis
Fabaceae,Acacia dodonaeifolia
Fabaceae,Acacia doratoxylon
Fabaceae,Acacia drepanolobium
Fabaceae,Acacia elongata
Fabaceae,Acacia ephedroides
Fabaceae,Acacia eremaea
Fabaceae,Acacia erubescens
Fabaceae,Acacia excelsa
Fabaceae,Acacia falcata
Fabaceae,Acacia falciformis
Fabaceae,Acacia farnesiana
Fabaceae,Acacia ferruginea
Fabaceae,Acacia fimbriata
Fabaceae,Acacia floribunda
Fabaceae,Acacia gaumeri
Fabaceae,Acacia gentlei
Fabaceae,Acacia glandulifera
Fabaceae,Acacia globulifera
Fabaceae,Acacia glomerosa
Fabaceae,Acacia grandistipula
Fabaceae,Acacia greggii
Fabaceae,Acacia hayesii
Fabaceae,Acacia hindsii
Fabaceae,Acacia huarango
Fabaceae,Acacia hubbardiana
Fabaceae,Acacia huilana
Fabaceae,Acacia insulae-lacobi
Fabaceae,Acacia interior
Fabaceae,Acacia iteaphylla
Fabaceae,Acacia ixodes
Fabaceae,Acacia janzenii
Fabaceae,Acacia kallunkiae
Fabaceae,Acacia karroo
Fabaceae,Acacia koa
Fabaceae,Acacia koaia
Fabaceae,Acacia lacerans
Fabaceae,Acacia latifolia
Fabaceae,Acacia leiocalyx
Fabaceae,Acacia leptostachya
Fabaceae,Acacia leucophloea
Fabaceae,Acacia ligulata
Fabaceae,Acacia lineata
Fabaceae,Acacia longifolia
Fabaceae,Acacia longissima
Fabaceae,Acacia loretensis
Fabaceae,Acacia macradenia
Fabaceae,Acacia mangium
Fabaceae,Acacia maidenii
Fabaceae,Acacia maranoensis
Fabaceae,Acacia mayana
Fabaceae,Acacia mearnsii
Fabaceae,Acacia melanoceras
Fabaceae,Acacia melanoxylon
Fabaceae,Acacia melvillei
Fabaceae,Acacia microbotrya
Fabaceae,Acacia microsperma
Fabaceae,Acacia miersii
Fabaceae,Acacia mucronata
Fabaceae,Acacia muricata
Fabaceae,Acacia myrtifolia
Fabaceae,Acacia neriifolia
Fabaceae,Acacia nitidifolia
Fabaceae,Acacia occidentalis
Fabaceae,Acacia omalophylla
Fabaceae,Acacia oshanesii
Fabaceae,Acacia oviedoensis
Fabaceae,Acacia pacensis
Fabaceae,Acacia paraensis
Fabaceae,Acacia parramattensis
Fabaceae,Acacia parviflora
Fabaceae,Acacia peninsularis
Fabaceae,Acacia pennata
Fabaceae,Acacia pennatula
Fabaceae,Acacia penninervis
Fabaceae,Acacia piauhiensis
Fabaceae,Acacia picachensis
Fabaceae,Acacia plumosa
Fabaceae,Acacia podalyriifolia
Fabaceae,Acacia polyacantha
Fabaceae,Acacia polyphylla
Fabaceae,Acacia polypyrigenes
Fabaceae,Acacia potosina
Fabaceae,Acacia pravissima
Fabaceae,Acacia pringlei
Fabaceae,Acacia pubescens
Fabaceae,Acacia pulchella
Fabaceae,Acacia pycnantha
Fabaceae,Acacia retinodes
Fabaceae,Acacia rigidula
Fabaceae,Acacia robusta
Fabaceae,Acacia roigii
Fabaceae,Acacia rorudiana
Fabaceae,Acacia rubida
Fabaceae,Acacia ruddiae
Fabaceae,Acacia saligna
Fabaceae,Acacia schaffneri
Fabaceae,Acacia schottii
Fabaceae,Acacia semirigida
Fabaceae,Acacia serra
Fabaceae,Acacia shirleyi
Fabaceae,Acacia soratensis
Fabaceae,Acacia sp
Fabaceae,Acacia spadicifera
Fabaceae,Acacia sphaerocephala
Fabaceae,Acacia stenophylla
Fabaceae,Acacia stowardii
Fabaceae,Acacia suaveolens
Fabaceae,Acacia subangulata
Fabaceae,Acacia subulata
Fabaceae,Acacia tamarindifolia
Fabaceae,Acacia telensis
Fabaceae,Acacia tenuifolia
Fabaceae,Acacia terminalis
Fabaceae,Acacia tetragonophylla
Fabaceae,Acacia tomentella
Fabaceae,Acacia tortuosa
Fabaceae,Acacia triptera
Fabaceae,Acacia ulcifolia
Fabaceae,Acacia uncinella
Fabaceae,Acacia villosa
Fabaceae,Acacia victoriae
Fabaceae,Acacia wildenowiana
Fabaceae,Acacia zapatensis
Fabaceae,Acacia cornigera
Fabaceae,Acacia hindsii
Fabaceae,Acacia farnesiana
Fabaceae,Adenanthera colubin
Fabaceae,Adenanthera pavonina
Fabaceae,Adenanthera spahaerocephala
Fabaceae,Affonsea hirsuta
Fabaceae,Affonsea sp.
Fabaceae,Albizia adinocephala
Fabaceae,Albizia amara
Fabaceae,Albizia caribeae
Fabaceae,Albizia chinensis
Fabaceae,Albizia coreana
Fabaceae,Albizia corniculata
Fabaceae,Albizia falcataria
Fabaceae,Albizia guachapele
Fabaceae,Albizia idiopoda
Fabaceae,Albizia julibrissin
Fabaceae,Albizia kalkora
Fabaceae,Albizia lebbeck
Fabaceae,Albizia lebbekoides
Fabaceae,Albizia lophantha
Fabaceae,Albizia moluccana
Fabaceae,Albizia pedicellata
Fabaceae,Albizia procera
Fabaceae,Albizia retusa
Fabaceae,Albizia saponaria
Fabaceae,Albizia sp.
Fabaceae,Albizia stipulata
Fabaceae,Alexa canaracuensis
Fabaceae,Alexa grandiflora
Fabaceae,Alexa wachenheimii
Fabaceae,Anadenanthera colubrina
Fabaceae,Anadenanthera falcata
Fabaceae,Anadenanthera sp.
Fabaceae,Apios americana
Fabaceae,Apuleia sp.
Fabaceae,Archidendron bubalinum
Fabaceae,Archidendron calycinum
Fabaceae,Archidendron dypearia
Fabaceae,Archidendron globosum
Fabaceae,Archidendron kerrii
Fabaceae,Archidendron lucidum
Fabaceae,Archidendron macrocarpum
Fabaceae,Archidendron ramiflorum
Fabaceae,Archidendron sp.
Fabaceae,Archidendron utile
Fabaceae,Arthrosamanea altissima
Fabaceae,Balizia peticilaris
Fabaceae,Baptisia leucophylla
Fabaceae,Bauhinia blakeana
Fabaceae,Bauhinia cheilantha
Fabaceae,Bauhinia pauletia
Fabaceae,Bauhinia rufa
Fabaceae,Bauhinia ungulata
Fabaceae,Bauhinia macranthera
Fabaceae,Brownea grandiceps
Fabaceae,Brownea macrophylla
Fabaceae,Brownea sp.
Fabaceae,Caesalpinia bondoc
Fabaceae,Caesalpinia crista
Fabaceae,Caesalpinia cucullatum
Fabaceae,Caesalpinia gilliesii
Fabaceae,Caesalpinia japonica
Fabaceae,Calliandra haematomma
Fabaceae,Calliandra sp.
Fabaceae,Calopogonium caeruleum
Fabaceae,Calpocalyx sp.
Fabaceae,Canavalia gladiata
Fabaceae,Canavalia lineata
Fabaceae,Canavalia maritima
Fabaceae,Canavalia rosea
Fabaceae,Cassia absus
Fabaceae,Cassia acutifolia
Fabaceae,Cassia alata
Fabaceae,Cassia apoucouita
Fabaceae,Cassia artemisioides
Fabaceae,Cassia atroglandulosa
Fabaceae,Cassia auriculata
Fabaceae,Cassia bacillaris
Fabaceae,Cassia bicapsularis
Fabaceae,Cassia biflora
Fabaceae,Cassia calyciodes
Fabaceae,Cassia canca
Fabaceae,Cassia chaemaecrista
Fabaceae,Cassia colubrina
Fabaceae,Cassia coluteoides
Fabaceae,Cassia covesii
Fabaceae,Cassia dimidists
Fabaceae,Cassia divaricata
Fabaceae,Cassia fasciculata
Fabaceae,Cassia floribunda
Fabaceae,Cassia fruticosa
Fabaceae,Cassia gaudichaudi
Fabaceae,Cassia glandulosa
Fabaceae,Cassia glauca
Fabaceae,Cassia hebecarpa
Fabaceae,Cassia hochstetterii
Fabaceae,Cassia hookeriana
Fabaceae,Cassia kleinei
Fabaceae,Cassia laevigata
Fabaceae,Cassia leptocarpa
Fabaceae,Cassia leschenaultiana
Fabaceae,Cassia marilandica
Fabaceae,Cassia mimosoides
Fabaceae,Cassia mindanaensis
Fabaceae,Cassia multijuga
Fabaceae,Cassia negrensis
Fabaceae,Cassia nictitans
Fabaceae,Cassia obtusifolia
Fabaceae,Cassia occidentalis
Fabaceae,Cassia oxyphylla
Fabaceae,Cassia patellaria
Fabaceae,Cassia phyllodinea
Fabaceae,Cassia pumila
Fabaceae,Cassia reticulata
Fabaceae,Cassia rugosa
Fabaceae,Cassia sophora
Fabaceae,Cassia speciosa
Fabaceae,Cassia stenocarpa
Fabaceae,Cassia sturtii
Fabaceae,Cassia surattensis
Fabaceae,Cassia tomentosa
Fabaceae,Cassia tora
Fabaceae,Cassia uniflora
Fabaceae,Castanospermum australe
Fabaceae,Centrolobium paraense
Fabaceae,Chamaecrista amorimii
Fabaceae,Chamaecrista blanchetii
Fabaceae,Chamaecrista brachystachya
Fabaceae,Chamaecrista calycioides
Fabaceae,Chamaecrista chamaecristoides
Fabaceae,Chamaecrista choriophylla
Fabaceae,Chamaecrista confertiformis
Fabaceae,Chamaecrista coriacea
Fabaceae,Chamaecrista cystoides
Fabaceae,Chamaecrista debilis
Fabaceae,Chamaecrista decora
Fabaceae,Chamaecrista depauperata
Fabaceae,Chamaecrista desvauxii
Fabaceae,Chamaecrista diphylla
Fabaceae,Chamaecrista fasciculata
Fabaceae,Chamaecrista flexuosa
Fabaceae,Chamaecrista mucronata
Fabaceae,Chamaecrista nictitans
Fabaceae,Chamaecrista olesiphylla
Fabaceae,Chamaecrista onusta
Fabaceae,Chamaecrista pascuorum
Fabaceae,Chamaecrista pilosa
Fabaceae,Chamaecrista potentilla
Fabaceae,Chamaecrista serpens
Fabaceae,Chamaecrista supplex
Fabaceae,Chamaecrista unijuga
Fabaceae,Chamaecrista tricopoda
Fabaceae,Chamaecrista nictitans
Fabaceae,Chamaefistula amabilis
, 
Fabaceae,Chamaefistula antillana
Fabaceae,Chamaefistula elegans
Fabaceae,Chloroleucon dumosum
Fabaceae,Chloroleucon foliolosum
Fabaceae,Crotalaria anagyroides
Fabaceae,Crotalaria incana
Fabaceae,Crotalaria maypurensis
Fabaceae,Crotalaria murcronata
Fabaceae,Crotalaria pallida
Fabaceae,Crotalaria pumila
Fabaceae,Crotalaria sp.
Fabaceae,Crotalaria usaramoensis
Fabaceae,Cylicodiscus sp.
Fabaceae,Cylista sp.
Fabaceae,Delonix adansonioides
Fabaceae,Delonix regia
Fabaceae,Delonix sp.
Fabaceae,Desmanthus bicornatus
Fabaceae,Desmanthus illinoisensis
Fabaceae,Desmanthus leptolobus
Fabaceae,Desmanthus most spp.
Fabaceae,Desmanthus pernambucanus
Fabaceae,Desmanthus virgatus
Fabaceae,Dialium sp.
Fabaceae,Dichrostachys glomerata
Fabaceae,Dichrostachys sp.
Fabaceae,Dioclea cf. elliptica
Fabaceae,Dioclea spp.
Fabaceae,Dipteryx sp.
Fabaceae,Dolichos bicontortus
Fabaceae,Dolichos lablab
Fabaceae,Dolichos leucomelas
Fabaceae,Dolichos melanophtalmus
Fabaceae,Dolichos sesquipedalis
Fabaceae,Dolichos sinensis
Fabaceae,Dunbaria fusca
Fabaceae,Dunbaria podocarpa
Fabaceae,Dunbaria rotundifolia
Fabaceae,Dunbaria sp.
Fabaceae,Entada phaseoloides
Fabaceae,Entada sp.
Fabaceae,Enterolobium contortisiliquum
Fabaceae,Enterolobium cyclocarpum
Fabaceae,Enterolobium gummiferum
Fabaceae,Enterolobium schomburgkii
Fabaceae,Erythrina abyssinica
Fabaceae,Erythrina berteroana
Fabaceae,Erythrina caffra
Fabaceae,Erythrina crista-galli
Fabaceae,Erythrina flabelliformis
Fabaceae,Erythrina fusca
Fabaceae,Erythrina greenwayi
Fabaceae,Erythrina hastifolia
Fabaceae,Erythrina herbacea
Fabaceae,Erythrina lysistemon
Fabaceae,Erythrina macropteryx
Fabaceae,Erythrina pallida
Fabaceae,Erythrina poeppigiana
Fabaceae,Erythrina rubrinervia
Fabaceae,Erythrina speciosa
Fabaceae,Erythrina subumbrans
Fabaceae,Erythrina tahitensis
Fabaceae,Erythrina tomentosa
Fabaceae,Erythrina variegata
Fabaceae,Erythrina velutina
Fabaceae,Erythrina vespertillo
Fabaceae,Erythrophleum africanum
Fabaceae,Erythrophleum densiflorum
Fabaceae,Erythrophleum fordii
Fabaceae,Erythrophleum guineense
Fabaceae,Erythrophleum ivorense
Fabaceae,Erythrophleum suaveolens
Fabaceae,Erythrophleum teysmannii
Fabaceae,Faidherbia albida
Fabaceae,Gagnebina sp.
Fabaceae,Gilbertiodendron couminga
Fabaceae,Gilbertiodendron limba
Fabaceae,Gilbertiodendron oogouense
Fabaceae,Glottidium sp.
Fabaceae,Glycine sinensis
Fabaceae,Glycyrrhiza lepidota
Fabaceae,Goldmania sp.
Fabaceae,Hardenbergia comptoniana
Fabaceae,Hardenbergia sp.
Fabaceae,Heterostemon sp.
Fabaceae,Hippocrepis bicontorta
Fabaceae,Hippocrepis biflora
Fabaceae,Hippocrepis brevipetala
Fabaceae,Hippocrepis ciliata
Fabaceae,Hippocrepis constricta
Fabaceae,Hippocrepis cyclocarpa
Fabaceae,Hippocrepis maura
Fabaceae,Hippocrepis multisiliquosa
Fabaceae,Hippocrepis salzmanni
Fabaceae,Hippocrepis sp.
Fabaceae,Hippocrepis unisiliquosa
Fabaceae,Humboldtia brunonis
Fabaceae,Humboldtia laurifolia
Fabaceae,Humboldtia spp.
Fabaceae,Hymenaea courbaril
Fabaceae,Hymenaea sp.
Fabaceae,Hymenaea stigonocarpa
Fabaceae,Indigofera bainesii
Fabaceae,Indigofera basiflora
Fabaceae,Indigofera biglandulosa
Fabaceae,Indigofera brevipatentes
Fabaceae,Indigofera compressa
Fabaceae,Indigofera eremophila
Fabaceae,Indigofera erythrogramma
Fabaceae,Indigofera gairdnerse
Fabaceae,Indigofera glabra
Fabaceae,Indigofera hermannioides
Fabaceae,Indigofera inhambanensis
Fabaceae,Indigofera kirkii
Fabaceae,Indigofera monantha
Fabaceae,Indigofera mysorensis
Fabaceae,Indigofera nebrowniana
Fabaceae,Indigofera phymatodea
Fabaceae,Indigofera strobilifera
Fabaceae,Indigofera suaveolens
Fabaceae,Indigofera tanganyikensis
Fabaceae,Indigofera uniflora
Fabaceae,Indigofera vohemanarensis
Fabaceae,Indigofera wightii
Fabaceae,Indigofera wituensis
Fabaceae,Indopiptadenia sp.
Fabaceae,Inga 4 unnamed species
Fabaceae,Inga acuminata
Fabaceae,Inga adenophylla
Fabaceae,Inga spp.
Fabaceae,Inga brenesii
Fabaceae,Inga capitata
Fabaceae,Inga cocleensis
Fabaceae,Inga densiflora
Fabaceae,Inga edulis
Fabaceae,Inga fagifolia
Fabaceae,Inga fanchoniana
Fabaceae,Inga feuillei
Fabaceae,Inga goldmanii
Fabaceae,Inga hayesii
Fabaceae,Inga heterophylla
Fabaceae,Inga huberi
Fabaceae,Inga laurina
Fabaceae,Inga longispina
Fabaceae,Inga marginata
Fabaceae,Inga minutula
Fabaceae,Inga mortoniana
Fabaceae,Inga mucuna
Fabaceae,Inga multijuga
Fabaceae,Inga nobilis
Fabaceae,Inga oestediana
Fabaceae,Inga ornata
Fabaceae,Inga panaensis
Fabaceae,Inga paterno
Fabaceae,Inga paraensis
Fabaceae,Inga pauciflora
Fabaceae,Inga pezizifera
Fabaceae,Inga punctata
Fabaceae,Inga quaternata
Fabaceae,Inga ruiziana
Fabaceae,Inga sapindoides
Fabaceae,Inga setulifera
Fabaceae,Inga spectabilis
Fabaceae,Inga spuria
Fabaceae,Inga stipularis
Fabaceae,Inga thibaultiana
Fabaceae,Inga tribaudina
Fabaceae,Inga umbellifera
Fabaceae,Inga unguis
Fabaceae,Inga uruguaensis
Fabaceae,Inga vera
Fabaceae,Inga villosissima
Fabaceae,Lablab sp. 
Fabaceae,Lablab vulgaris
Fabaceae,Leonardoxa africana
Fabaceae,Leonardoxa spp.
Fabaceae,Leucaena esculenta
Fabaceae,Leucaena leucocephala
Fabaceae,Leucaena multicapitula
Fabaceae,Leucaena retusa
Fabaceae,Leucaena sp.
Fabaceae,Libidibia ferrea
Fabaceae,Lotus sp.
Fabaceae,Lupinus sp.
Fabaceae,Lysiloma latisiliqua
Fabaceae,Lysiloma sabicu
Fabaceae,Lysiloma sp.
Fabaceae,Lysiloma thornberi
Fabaceae,Macrolobium sp.
Fabaceae,Macroptilium erythroloma
Fabaceae,Mariosousa acatlensis
Fabaceae,Mariosousa centralis
Fabaceae,Mariosousa compacta
Fabaceae,Mariosousa coulteri
Fabaceae,Mariosousa dolichostachya
Fabaceae,Mariosousa durangensis
Fabaceae,Mariosousa mammifera
Fabaceae,Mariosousa millefolia
Fabaceae,Mariosousa ruselliana
Fabaceae,Mariosousa salazarii
Fabaceae,Mariosousa sericea
Fabaceae,Mariosousa usumacintensis
Fabaceae,Mariosousa willardiana
Fabaceae,Microlobius foetidus
Fabaceae,Mimosa colombiana
Fabaceae,Mimosa guilandinae
Fabaceae,Mimosa irrigua
Fabaceae,Mimosa lepidophora
Fabaceae,Mimosa myriadena
Fabaceae,Mimosa nothacacia
Fabaceae,Mimosa pithecolobioides
Fabaceae,Mimosa revoluta
Fabaceae,Mimosa rufescens
Fabaceae,Mimosa sp.
Fabaceae,Mimosa townsendii
Fabaceae,Mimosa watsonii
Fabaceae,Mimosa xanthocentra
Fabaceae,Mimozyganthus sp.
Fabaceae,Momoschisma sp.
Fabaceae,Monoptera angustifolia
Fabaceae,Monoptera uaucu
Fabaceae,Mucuna gigantea
Fabaceae,Mucuna pruriens
Fabaceae,Neptunia plena
Fabaceae,Neptunia sp.
Fabaceae,Newtonia sp.
Fabaceae,Parapiptadenia aff. zehntneri
Fabaceae,Parapiptadenia excelsa
Fabaceae,Parapiptadenia sp.
Fabaceae,Parapiptadenia zehntneri
Fabaceae,Parkia auriculata
Fabaceae,Parkia bicolor
Fabaceae,Parkia biglobosa
Fabaceae,Parkia decussata
Fabaceae,Parkia discolor
Fabaceae,Parkia filicoidea
Fabaceae,Parkia javanica
Fabaceae,Parkia madagascariensis
Fabaceae,Parkia nitida
Fabaceae,Parkia oppositifolia
Fabaceae,Parkia paraensis
Fabaceae,Parkia pectinata
Fabaceae,Parkia pendula
Fabaceae,Parkia singularis
Fabaceae,Parkia sp. 
Fabaceae,Parkia streptocarpa
Fabaceae,Parkia ulei
Fabaceae,Pellegriniodendron sp.
Fabaceae,Pentaclethra macroloba
Fabaceae,Phaseolus angularis
Fabaceae,Phaseolus atropurpureus
Fabaceae,Phaseolus calcaratus
Fabaceae,Phaseolus caracalla
Fabaceae,Phaseolus lunatus
Fabaceae,Phaseolus multiflorus
Fabaceae,Phaseolus nipponensis
Fabaceae,Phaseolus radiatus
Fabaceae,Phaseolus sp.
Fabaceae,Phaseolus vividissimus
Fabaceae,Phaseolus vulgaris
Fabaceae,Phaseolus lanauts
Fabaceae,Physostigma sp.
Fabaceae,Piptadenia adiantoides
Fabaceae,Piptadenia buchtienii
Fabaceae,Piptadenia flava
Fabaceae,Piptadenia foederale
Fabaceae,Piptadenia gonoacantha
Fabaceae,Piptadenia leucoxylon
Fabaceae,Piptadenia sp.
Fabaceae,Piptadenia stipulacea
Fabaceae,Piptadenia trisperma
Fabaceae,Piptadenia viridiflora
Fabaceae,Pithecellobium 2 spp.
Fabaceae,Pithecellobium barbourianum
Fabaceae,Pithecellobium brevifolium
Fabaceae,Pithecellobium clypearia
Fabaceae,Pithecellobium dinizzi
Fabaceae,Pithecellobium diversifolium
Fabaceae,Pithecellobium dulse
Fabaceae,Pithecellobium hymenaefolium
Fabaceae,Pithecellobium hystrix
Fabaceae,Pithecellobium lingustrinum
Fabaceae,Pithecellobium longifolium
Fabaceae,Pithecellobium macradenium
Fabaceae,Pithecellobium rufescens
Fabaceae,Pithecellobium saman
Fabaceae,Pithecellobium unguis-cati
Fabaceae,Pithecellobium dulce
Fabaceae,Pityrocarpa moniliformis
Fabaceae,Pityrocarpa obliqua
Fabaceae,Plathymenia ptadenia
Fabaceae,Plathymenia reticulata
Fabaceae,Plathymenia sp.
Fabaceae,Poinciana regia
Fabaceae,Poincianella bracteosa
Fabaceae,Poincianella gardeneriana
Fabaceae,Prosopidastrum sp.
Fabaceae,Prosopis juliflora
Fabaceae,Prosopis pallida
Fabaceae,Prosopis spp.
Fabaceae,Prosopis juliflora
Fabaceae,Pseudoentada sp.
Fabaceae,Pseudopiptadenia psilostachya
Fabaceae,Pseudopiptadenia suaveolens
Fabaceae,Psygostigma sp.
Fabaceae,Pueraria montana
Fabaceae,Pueraria sp.
Fabaceae,Rhynchosia capitata
Fabaceae,Rhynchosia falconi
Fabaceae,Rhynchosia minima
Fabaceae,Rhynchosia nummularia
Fabaceae,Robinia pseudo-acacia
Fabaceae,Robinia sp.
Fabaceae,Samanea dinklagei
Fabaceae,Senegalia bonariensis
Fabaceae,Senegalia catechu
Fabaceae,Senegalia etilis
Fabaceae,Senegalia kelloggiana
Fabaceae,Senegalia klugii
Fabaceae,Senegalia macbridei
Fabaceae,Senegalia modesta
Fabaceae,Senegalia monacantha
Fabaceae,Senegalia polyphylla
Fabaceae,Senegalia praecox
Fabaceae,Senegalia riparia
Fabaceae,Senegalia velutina
Fabaceae,Senegalia visco
Fabaceae,Senna acclinis
Fabaceae,Senna aciphylla
Fabaceae,Senna acuparata
Fabaceae,Senna acuruensis
Fabaceae,Senna affinis
Fabaceae,Senna angulata
Fabaceae,Senna angustisiliqua
Fabaceae,Senna aphylla
Fabaceae,Senna apiculata
Fabaceae,Senna apisdoneura
Fabaceae,Senna araucarietorum
Fabaceae,Senna argentea
Fabaceae,Senna arida
Fabaceae,Senna aristeguietae
Fabaceae,Senna armata
Fabaceae,Senna arnottiana
Fabaceae,Senna artemisioides
Fabaceae,Senna aurantia
Fabaceae,Senna australis
Fabaceae,Senna aversiflora
Fabaceae,Senna aymara
Fabaceae,Senna bacillaris
Fabaceae,Senna barclayana
Fabaceae,Senna bauhiniodes
Fabaceae,Senna benitoensis
Fabaceae,Senna bicapsularis
Fabaceae,Senna birostris
Fabaceae,Senna brongniartii
Fabaceae,Senna burkatiana
Fabaceae,Senna cajamarcae
Fabaceae,Senna cana
Fabaceae,Senna candolleana
Fabaceae,Senna cardiosperma
Fabaceae,Senna caudata
Fabaceae,Senna cernua
Fabaceae,Senna chacoensis
Fabaceae,Senna chloroclada
Fabaceae,Senna chrysocarpa
Fabaceae,Senna cobanensis
Fabaceae,Senna collicola
Fabaceae,Senna confinis
Fabaceae,Senna cornigera
Fabaceae,Senna coronilloides
Fabaceae,Senna corymbosa
Fabaceae,Senna covesii
Fabaceae,Senna crassiramea
Fabaceae,Senna crotalarioides
Fabaceae,Senna cruckshanksii
Fabaceae,Senna cuatrecasasii
Fabaceae,Senna cumingii
Fabaceae,Senna dariensis
Fabaceae,Senna demissa
Fabaceae,Senna durangensis
Fabaceae,Senna foetidissima
Fabaceae,Senna formosa
Fabaceae,Senna fruiticosa
Fabaceae,Senna gardneri
Fabaceae,Senna georgica
Fabaceae,Senna glutinosa
Fabaceae,Senna guatemalensis
Fabaceae,Senna harleyi
Fabaceae,Senna hayesiana
Fabaceae,Senna hebecarpa
Fabaceae,Senna herzogii
Fabaceae,Senna hilariana
Fabaceae,Senna hirsuta
Fabaceae,Senna holwayana
Fabaceae,Senna huancabambae
Fabaceae,Senna huilana
Fabaceae,Senna incarnata
Fabaceae,Senna insularis
Fabaceae,Senna itatiaiae
Fabaceae,Senna koelziana
Fabaceae,Senna kuhlmanii
Fabaceae,Senna kurtzii
Fabaceae,Senna lasseingniana
Fabaceae,Senna latifolia
Fabaceae,Senna lechriosperma
Fabaceae,Senna leiophylla
Fabaceae,Senna ligustrina
Fabaceae,Senna lindheimeriana
Fabaceae,Senna longiglandulosa
Fabaceae,Senna loretensis
Fabaceae,Senna lourteigiana
Fabaceae,Senna macranthera
Fabaceae,Senna macrophylla
Fabaceae,Senna malspinae
Fabaceae,Senna mandoni
Fabaceae,Senna marilandica
Fabaceae,Senna mensicola
Fabaceae,Senna mexicana
Fabaceae,Senna morongii
Fabaceae,Senna mucronifera
Fabaceae,Senna multifoliata
Fabaceae,Senna multiglandulosa
Fabaceae,Senna multijuga
Fabaceae,Senna mutisiana
Fabaceae,Senna nana
Fabaceae,Senna neglecta
Fabaceae,Senna nitida
Fabaceae,Senna obliqua
Fabaceae,Senna oblongifolia
Fabaceae,Senna obtusifolia
Fabaceae,Senna occidentalis
